cliente_id,nombre_completo,documento_id,fecha_nacimiento,fecha_alta,segmento,ingresos_mensuales,pep,pais_residencia,riesgo_base,telefonos,emails,productos_activos,ultima_actualizacion
C000386,Fernanda Oscar Vasquez Hernandez,DPI-3865973988518,1986-02-20,2021-11-09,PYME,7232.55,false,GT,40.42,+50239754191,fernanda.oscar.vasquez.hernandez.386@correo.com,TARJETA_DEBITO|AHORRO|INVERSION|PRESTAMO,2026-02-14T10:42:15Z
C000387,Jorge Andres Reyes Gonzalez,DPI-2591654927466,1995-06-26,2019-08-15,PREMIUM,7206.79,false,PA,36.18,+50268306355,jorge.andres.reyes.gonzalez.387@correo.com,CORRIENTE|AHORRO|INVERSION|PRESTAMO,2026-01-02T17:11:01Z
C000388,Sofia Monica Gonzalez Perez,DPI-9780111113879,1985-10-31,2021-02-22,CORPORATIVO,39544.54,false,GT,27.61,+50246829793,sofia.monica.gonzalez.perez.388@correo.com,SEGURO|INVERSION,2026-01-24T05:03:58Z
C000389,Juan Juan Flores Rojas,DPI-1409380596854,1974-07-05,2021-07-17,PERSONAL,1611.10,false,GT,40.75,+50220359802|+50244532268,juan.juan.flores.rojas.389@correo.com,AHORRO|INVERSION|TARJETA_CREDITO,2026-03-16T14:23:00Z
C000390,Pablo Fernanda Perez Lopez,DPI-4690241704880,1995-07-25,2019-05-18,PERSONAL,1027.02,false,CR,43.99,+50229476006|+50244982812,pablo.fernanda.perez.lopez.390@correo.com,AHORRO|INVERSION,2026-02-23T18:32:56Z
C000391,Jose Sofia Pineda Garcia,DPI-5975284765415,1962-10-06,2019-05-11,PYME,7489.11,false,GT,44.40,+50238270251,jose.sofia.pineda.garcia.391@correo.com,TARJETA_DEBITO|AHORRO|SEGURO|PRESTAMO,2026-03-08T08:41:25Z
C000392,Natalia Sofia Hernandez Martinez,DPI-3234544169329,1955-05-10,2018-09-14,PERSONAL,525.74,false,CR,37.40,+50269941446,natalia.sofia.hernandez.martinez.392@correo.com,TARJETA_CREDITO,2026-04-08T17:49:20Z
C000393,Jose Juan Cifuentes Pineda,DPI-3797758773286,2003-02-25,2020-01-07,CORPORATIVO,32203.77,false,GT,48.62,+50221116220,jose.juan.cifuentes.pineda.393@correo.com,PRESTAMO|TARJETA_DEBITO,2026-02-13T15:22:43Z
C000394,Jorge Silvia Garcia Castillo,DPI-5749740105851,1974-11-09,2023-11-14,CORPORATIVO,23950.29,false,GT,38.48,+50254935439|+50241472196,jorge.silvia.garcia.castillo.394@correo.com,AHORRO|CORRIENTE,2026-03-11T22:44:27Z
C000395,Fernanda Karla Perez Ruiz,DPI-2731936141766,1996-01-22,2018-11-23,PERSONAL,1524.88,false,SV,42.26,+50274164331|+50254571129,fernanda.karla.perez.ruiz.395@correo.com,CORRIENTE|AHORRO,2026-03-02T06:15:49Z
C000396,Jose Ricardo Lopez Castillo,DPI-9253685929805,1969-11-12,2019-08-17,PERSONAL,2787.82,false,GT,36.44,+50239803726|+50257405194,jose.ricardo.lopez.castillo.396@correo.com,AHORRO|TARJETA_DEBITO|SEGURO,2026-02-26T07:19:45Z
C000397,Luis Paola Garcia Diaz,DPI-9312265219904,1967-06-18,2026-01-11,PERSONAL,2195.68,false,GT,31.51,+50237836122|+50275112807,luis.paola.garcia.diaz.397@correo.com,TARJETA_DEBITO|SEGURO|CORRIENTE,2026-02-18T10:18:15Z
C000398,Mario Ana Reyes Cifuentes,DPI-4372495215511,1998-08-13,2025-06-19,PERSONAL,1957.83,false,GT,35.55,+50257323599|+50255773152,mario.ana.reyes.cifuentes.398@correo.com,TARJETA_DEBITO|INVERSION,2026-04-19T17:55:57Z
C000399,Sofia Pablo Perez Vasquez,DPI-3709092765500,1966-06-12,2020-10-24,PERSONAL,1664.84,false,GT,39.64,+50240588790,sofia.pablo.perez.vasquez.399@correo.com,AHORRO|INVERSION|TARJETA_CREDITO|CORRIENTE,2026-03-26T14:04:00Z
C000400,Maria Miguel Vasquez Vasquez,DPI-1029347802522,1974-10-01,2021-12-09,PYME,6858.73,false,GT,31.81,+50230080753,maria.miguel.vasquez.vasquez.400@correo.com,AHORRO,2026-03-19T21:36:15Z
C000401,Paola Patricia Flores Perez,DPI-2737887415488,1990-05-15,2024-09-24,PREMIUM,6429.29,false,SV,54.69,+50272667200,paola.patricia.flores.perez.401@correo.com,SEGURO|TARJETA_DEBITO|AHORRO|PRESTAMO,2026-02-07T07:49:03Z
C000402,Sofia Paola Ramirez Flores,DPI-5441302730469,1974-12-13,2024-12-24,PERSONAL,1096.98,false,GT,44.10,+50226198322,sofia.paola.ramirez.flores.402@correo.com,AHORRO|PRESTAMO|SEGURO,2026-01-20T14:48:48Z
C000403,Juan Mario Cifuentes Reyes,DPI-1418491670349,1961-03-07,2020-02-01,PERSONAL,1455.65,false,GT,45.45,+50266672640|+50242283104,juan.mario.cifuentes.reyes.403@correo.com,CORRIENTE|TARJETA_CREDITO|PRESTAMO|SEGURO,2026-04-07T21:44:08Z
C000404,Valeria Monica Castillo Reyes,DPI-3949190678102,1955-07-31,2018-05-11,PYME,8729.90,false,GT,31.62,+50267458627|+50278922162,valeria.monica.castillo.reyes.404@correo.com,SEGURO,2026-01-09T17:22:07Z
C000405,Rafael Gabriela Vasquez Vasquez,DPI-2773127696446,1991-03-30,2019-11-26,PREMIUM,5841.07,false,GT,25.73,+50234688927,rafael.gabriela.vasquez.vasquez.405@correo.com,PRESTAMO|TARJETA_CREDITO|TARJETA_DEBITO|INVERSION,2026-01-30T11:53:02Z
C000406,Ana Paola Martinez Martinez,DPI-1816173267662,1963-06-06,2019-09-17,PERSONAL,1047.65,false,GT,22.76,+50257941242,ana.paola.martinez.martinez.406@correo.com,TARJETA_DEBITO|CORRIENTE|SEGURO,2026-02-24T16:37:59Z
C000407,Silvia Jorge Reyes Rojas,DPI-6189070977208,1955-03-19,2019-05-18,PERSONAL,2923.25,false,GT,36.23,+50235761646,silvia.jorge.reyes.rojas.407@correo.com,INVERSION|SEGURO|AHORRO|TARJETA_DEBITO,2026-03-25T05:43:37Z
C000408,Valeria Miguel Ramirez Martinez,DPI-6690806004775,1970-07-23,2024-07-03,PERSONAL,2753.34,false,GT,35.59,+50221716071,valeria.miguel.ramirez.martinez.408@correo.com,SEGURO|CORRIENTE|AHORRO,2026-02-08T12:05:51Z
C000409,Carlos Miguel Gonzalez Santos,DPI-5379296279204,1982-08-21,2020-04-02,PREMIUM,7976.97,false,GT,33.92,+50233535145,carlos.miguel.gonzalez.santos.409@correo.com,AHORRO|SEGURO,2026-02-20T02:27:28Z
C000410,Jose Pablo Diaz Rojas,DPI-1436333910392,1967-09-05,2023-06-25,PREMIUM,8339.17,false,PA,47.91,+50220377643,jose.pablo.diaz.rojas.410@correo.com,AHORRO,2026-03-25T10:40:17Z
C000411,Ricardo Monica Pineda Vasquez,DPI-5455075030392,1998-07-27,2021-02-19,PERSONAL,1880.11,false,GT,39.44,+50220184896,ricardo.monica.pineda.vasquez.411@correo.com,INVERSION|SEGURO|AHORRO,2026-01-07T00:22:45Z
C000412,Luis Jorge Martinez Castillo,DPI-1973157857110,1985-05-04,2022-07-09,PERSONAL,2315.90,false,MX,44.42,+50277253553,luis.jorge.martinez.castillo.412@correo.com,TARJETA_CREDITO|INVERSION|TARJETA_DEBITO,2026-01-25T23:35:38Z
C000413,Karla Juan Pineda Diaz,DPI-9132463113055,1985-09-08,2019-08-21,PERSONAL,463.16,false,SV,49.69,+50230836450|+50249341079,karla.juan.pineda.diaz.413@correo.com,CORRIENTE,2026-02-14T00:59:21Z
C000414,Ricardo Sofia Garcia Lopez,DPI-8463755213867,1985-04-09,2022-11-01,PERSONAL,2200.45,false,GT,22.54,+50274728336|+50279524940,ricardo.sofia.garcia.lopez.414@correo.com,TARJETA_CREDITO|TARJETA_DEBITO,2026-04-07T00:30:28Z
C000415,Luis Jorge Perez Gonzalez,DPI-1767427729425,1992-05-08,2025-09-05,PYME,5588.32,false,GT,19.41,+50256541857,luis.jorge.perez.gonzalez.415@correo.com,INVERSION|TARJETA_CREDITO|AHORRO,2026-04-11T06:00:40Z
C000416,Patricia Fernanda Castillo Martinez,DPI-3300532345658,1963-08-11,2023-01-13,PYME,5528.95,false,MX,43.59,+50273120434,patricia.fernanda.castillo.martinez.416@correo.com,PRESTAMO|INVERSION,2026-02-18T05:56:46Z
C000417,Miguel Diego Garcia Morales,DPI-5625189777774,1969-12-21,2025-03-27,PERSONAL,1256.75,false,GT,42.77,+50262248813,miguel.diego.garcia.morales.417@correo.com,AHORRO|CORRIENTE|INVERSION|SEGURO,2026-01-31T13:45:08Z
C000418,Oscar Jorge Perez Cruz,DPI-2632202418057,1976-07-25,2020-07-02,PERSONAL,2305.23,false,GT,26.01,+50220780929,oscar.jorge.perez.cruz.418@correo.com,INVERSION|PRESTAMO|AHORRO|SEGURO,2026-01-17T22:35:45Z
C000419,Daniela Paola Ramirez Gonzalez,DPI-8071220810282,2004-06-02,2024-01-18,PERSONAL,930.96,false,SV,28.55,+50252365709,daniela.paola.ramirez.gonzalez.419@correo.com,PRESTAMO|TARJETA_CREDITO|CORRIENTE,2026-04-20T04:46:18Z
C000420,Ricardo Fernanda Cifuentes Vasquez,DPI-3408008378367,2002-03-24,2021-12-24,PREMIUM,8772.52,false,US,46.51,+50271519609,ricardo.fernanda.cifuentes.vasquez.420@correo.com,CORRIENTE|TARJETA_DEBITO,2026-02-16T11:37:43Z
C000421,Valeria Oscar Pineda Ruiz,DPI-6510443088773,1982-09-18,2019-05-23,PERSONAL,3120.24,false,GT,28.23,+50220387043,valeria.oscar.pineda.ruiz.421@correo.com,CORRIENTE|TARJETA_DEBITO|AHORRO,2026-03-14T17:35:58Z
C000422,Patricia Esteban Ramirez Santos,DPI-3855003206257,1991-05-22,2018-05-07,PYME,3103.59,false,GT,33.81,+50260092433|+50223957102,patricia.esteban.ramirez.santos.422@correo.com,TARJETA_CREDITO,2026-01-11T16:00:42Z
C000423,Esteban Camila Pineda Lopez,DPI-5335775272950,1957-07-16,2024-11-23,PERSONAL,1714.43,false,MX,29.51,+50222126198|+50225552970,esteban.camila.pineda.lopez.423@correo.com,AHORRO|PRESTAMO|TARJETA_CREDITO,2026-02-24T12:20:53Z
C000424,Silvia Daniela Ramirez Santos,DPI-5737703291748,1999-10-09,2018-01-29,CORPORATIVO,10999.01,true,GT,64.45,+50226335604,silvia.daniela.ramirez.santos.424@correo.com,PRESTAMO|SEGURO|INVERSION,2026-02-13T23:57:45Z
C000425,Oscar Rafael Vasquez Lopez,DPI-7093762336355,1996-08-23,2019-09-02,PERSONAL,1566.37,false,GT,40.48,+50233000347,oscar.rafael.vasquez.lopez.425@correo.com,AHORRO,2026-02-25T22:20:13Z
C000426,Silvia Karla Flores Martinez,DPI-9378908223092,1988-07-13,2026-01-04,CORPORATIVO,66762.09,false,GT,38.99,+50255511570,silvia.karla.flores.martinez.426@correo.com,INVERSION|CORRIENTE|SEGURO,2026-01-02T15:48:24Z
C000427,Ana Diego Hernandez Garcia,DPI-1802917708048,1972-08-30,2020-03-26,PERSONAL,2492.51,false,GT,43.10,+50269511673,ana.diego.hernandez.garcia.427@correo.com,SEGURO,2026-03-16T07:08:26Z
C000428,Ana Andres Pineda Martinez,DPI-8837129413273,1981-08-11,2024-11-23,PREMIUM,7417.11,false,CR,40.26,+50222122421,ana.andres.pineda.martinez.428@correo.com,INVERSION|TARJETA_DEBITO|SEGURO,2026-02-05T00:20:49Z
C000429,Andres Maria Hernandez Morales,DPI-2244849311931,2005-07-08,2021-07-30,PERSONAL,760.50,true,US,69.93,+50275872673,andres.maria.hernandez.morales.429@correo.com,AHORRO,2026-02-18T09:01:40Z
C000430,Mario Camila Diaz Perez,DPI-8516753998645,1984-06-03,2022-12-23,PERSONAL,1827.56,false,GT,32.78,+50279585584,mario.camila.diaz.perez.430@correo.com,TARJETA_CREDITO,2026-02-23T18:59:34Z
C000431,Miguel Juan Garcia Diaz,DPI-5716612622904,1999-03-18,2025-11-05,PERSONAL,3043.81,false,GT,18.34,+50252630104,miguel.juan.garcia.diaz.431@correo.com,TARJETA_CREDITO|TARJETA_DEBITO|CORRIENTE|INVERSION,2026-02-12T20:42:09Z
C000432,Oscar Paola Perez Ruiz,DPI-7273002031219,1986-11-24,2024-03-17,PERSONAL,1785.73,false,GT,40.37,+50266885891|+50261384524,oscar.paola.perez.ruiz.432@correo.com,TARJETA_CREDITO|INVERSION,2026-04-15T16:29:53Z
C000433,Jose Ana Santos Hernandez,DPI-8052560946858,1964-09-27,2023-09-26,PERSONAL,1961.21,false,GT,22.91,+50269207173,jose.ana.santos.hernandez.433@correo.com,SEGURO,2026-04-09T22:47:57Z
C000434,Luis Natalia Castillo Morales,DPI-3783534964368,1960-10-25,2021-04-20,PYME,14707.48,false,SV,32.44,+50266379858,luis.natalia.castillo.morales.434@correo.com,AHORRO,2026-01-09T10:23:04Z
C000435,Ricardo Sofia Hernandez Diaz,DPI-1001097420039,1980-05-29,2025-10-22,PERSONAL,2016.69,false,SV,39.26,+50250284027,ricardo.sofia.hernandez.diaz.435@correo.com,SEGURO,2026-02-13T23:44:48Z
C000436,Alberto Ana Flores Ramirez,DPI-6291807158483,1962-04-28,2023-01-17,PERSONAL,533.01,false,PA,28.84,+50251091647|+50243576217,alberto.ana.flores.ramirez.436@correo.com,TARJETA_DEBITO|AHORRO|INVERSION|SEGURO,2026-04-21T03:42:30Z
C000437,Monica Juan Ruiz Garcia,DPI-2534083238391,1989-03-13,2022-09-28,PERSONAL,3473.40,false,GT,33.00,+50237018186,monica.juan.ruiz.garcia.437@correo.com,AHORRO|TARJETA_CREDITO,2026-03-07T08:40:39Z
C000438,Alberto Carlos Reyes Ruiz,DPI-6579434106341,1995-10-10,2018-05-12,PERSONAL,1798.84,false,GT,22.90,+50251557011,alberto.carlos.reyes.ruiz.438@correo.com,AHORRO|PRESTAMO|TARJETA_DEBITO,2026-02-22T00:02:57Z
C000439,Miguel Andres Gonzalez Perez,DPI-2359643007425,1974-03-27,2020-12-23,PERSONAL,3437.18,false,US,24.07,+50272764438,miguel.andres.gonzalez.perez.439@correo.com,AHORRO|TARJETA_DEBITO|PRESTAMO|CORRIENTE,2026-03-10T04:18:12Z
C000440,Diego Oscar Santos Cruz,DPI-9108986889229,1955-07-21,2025-07-13,PYME,8237.75,false,US,24.91,+50238523058,diego.oscar.santos.cruz.440@correo.com,INVERSION,2026-03-23T03:39:29Z
C000441,Jorge Mario Martinez Vasquez,DPI-6285550407015,1983-11-22,2018-08-31,CORPORATIVO,16438.27,false,CR,51.64,+50227926182,jorge.mario.martinez.vasquez.441@correo.com,PRESTAMO|CORRIENTE|SEGURO|TARJETA_DEBITO,2026-02-23T16:46:39Z
C000442,Pablo Andres Perez Cruz,DPI-6042917483636,1960-11-07,2018-05-12,PERSONAL,2298.08,false,GT,43.79,+50278607559|+50224508468,pablo.andres.perez.cruz.442@correo.com,INVERSION|AHORRO|PRESTAMO,2026-03-19T04:54:38Z
C000443,Paola Fernanda Perez Vasquez,DPI-9847104488887,1971-02-05,2024-04-05,PERSONAL,2138.48,false,US,29.94,+50228481852|+50244820689,paola.fernanda.perez.vasquez.443@correo.com,INVERSION|TARJETA_CREDITO,2026-03-14T15:49:57Z
C000444,Juan Mario Martinez Garcia,DPI-1576414651756,1990-05-26,2018-01-14,PERSONAL,3270.57,false,GT,42.72,+50264467654,juan.mario.martinez.garcia.444@correo.com,INVERSION|TARJETA_DEBITO,2026-02-14T17:33:07Z
C000445,Ana Natalia Vasquez Castillo,DPI-9497757651012,1963-08-09,2023-12-21,PERSONAL,1279.77,false,GT,30.37,+50268289944,ana.natalia.vasquez.castillo.445@correo.com,AHORRO,2026-03-05T14:06:42Z
C000446,Fernanda Jose Rojas Mendez,DPI-9795636272387,1963-06-03,2024-09-22,CORPORATIVO,22776.66,false,GT,37.41,+50260235902,fernanda.jose.rojas.mendez.446@correo.com,SEGURO|INVERSION|PRESTAMO|CORRIENTE,2026-03-06T08:02:12Z
C000447,Pablo Carlos Reyes Mendez,DPI-7664428389268,1983-06-24,2021-10-04,PYME,2630.40,false,GT,35.41,+50266193300,pablo.carlos.reyes.mendez.447@correo.com,TARJETA_DEBITO|TARJETA_CREDITO|INVERSION|CORRIENTE,2026-03-03T23:00:35Z
C000448,Sofia Maria Pineda Reyes,DPI-3918167735092,1956-05-13,2023-03-28,PYME,8973.93,false,GT,39.70,+50268017537,sofia.maria.pineda.reyes.448@correo.com,AHORRO|PRESTAMO|CORRIENTE,2026-01-18T03:58:49Z
C000449,Fernanda Andres Diaz Garcia,DPI-2525891203378,1998-12-11,2021-10-01,PERSONAL,3412.94,false,GT,18.81,+50263899456,fernanda.andres.diaz.garcia.449@correo.com,AHORRO|SEGURO,2026-01-01T18:17:59Z
C000450,Gabriela Rafael Garcia Santos,DPI-1886330708393,1986-01-15,2023-12-27,PERSONAL,1259.24,false,GT,45.35,+50228514971,gabriela.rafael.garcia.santos.450@correo.com,INVERSION|CORRIENTE,2026-01-19T12:15:04Z
C000451,Rafael Karla Flores Flores,DPI-9190350448286,2001-07-26,2019-04-01,PREMIUM,5296.43,false,GT,49.36,+50271161284,rafael.karla.flores.flores.451@correo.com,AHORRO|CORRIENTE|PRESTAMO,2026-01-25T20:31:29Z
C000452,Valeria Lucia Rojas Hernandez,DPI-7208539657971,1993-03-20,2024-05-08,PERSONAL,902.36,false,GT,43.38,+50278050266,valeria.lucia.rojas.hernandez.452@correo.com,TARJETA_DEBITO|AHORRO|PRESTAMO,2026-01-24T04:55:34Z
C000453,Miguel Valeria Martinez Flores,DPI-9381655974032,1960-10-03,2019-12-12,PREMIUM,9859.52,false,PA,51.44,+50271870142,miguel.valeria.martinez.flores.453@correo.com,PRESTAMO|CORRIENTE,2026-03-29T20:46:51Z
C000454,Jorge Diego Morales Cruz,DPI-7392638527328,1982-04-22,2018-08-26,PERSONAL,715.82,true,GT,60.82,+50222712838,jorge.diego.morales.cruz.454@correo.com,SEGURO|INVERSION|PRESTAMO|TARJETA_CREDITO,2026-03-22T12:37:15Z
C000455,Valeria Natalia Castillo Diaz,DPI-3254876524572,1963-12-30,2021-02-26,PERSONAL,2866.92,false,GT,34.73,+50258424696,valeria.natalia.castillo.diaz.455@correo.com,TARJETA_CREDITO|INVERSION|TARJETA_DEBITO,2026-02-14T19:26:20Z
C000456,Fernanda Monica Rojas Mendez,DPI-3947678196844,1980-03-23,2018-11-14,PYME,6240.14,false,SV,36.10,+50268347029|+50249791133,fernanda.monica.rojas.mendez.456@correo.com,INVERSION|AHORRO|SEGURO|TARJETA_DEBITO,2026-03-15T03:42:32Z
C000457,Patricia Andres Ruiz Flores,DPI-2956547438255,1987-12-08,2023-08-21,PREMIUM,9580.85,false,GT,36.87,+50220360196,patricia.andres.ruiz.flores.457@correo.com,AHORRO|TARJETA_DEBITO|PRESTAMO|SEGURO,2026-03-23T20:09:48Z
C000458,Juan Valeria Morales Vasquez,DPI-1512655140744,1968-03-10,2020-10-22,PERSONAL,1056.78,false,GT,40.15,+50270052345,juan.valeria.morales.vasquez.458@correo.com,SEGURO,2026-04-11T06:32:31Z
C000459,Mario Daniela Castillo Morales,DPI-1796306322660,2004-08-14,2020-08-03,PERSONAL,2867.31,false,GT,35.62,+50257063002,mario.daniela.castillo.morales.459@correo.com,INVERSION|TARJETA_DEBITO,2026-03-03T05:07:50Z
C000460,Esteban Maria Mendez Martinez,DPI-4918882336630,1960-02-14,2019-07-19,PERSONAL,1389.73,false,GT,45.36,+50248943256,esteban.maria.mendez.martinez.460@correo.com,TARJETA_CREDITO,2026-01-27T19:29:27Z
C000461,Sofia Camila Morales Mendez,DPI-1987390821133,1994-01-12,2022-05-05,PERSONAL,2553.23,false,SV,37.02,+50229319952|+50246543572,sofia.camila.morales.mendez.461@correo.com,TARJETA_CREDITO,2026-03-06T13:35:24Z
C000462,Silvia Alberto Martinez Gonzalez,DPI-8258939127536,1990-01-17,2019-03-27,PERSONAL,3217.03,true,GT,60.21,+50277931164|+50275059250,silvia.alberto.martinez.gonzalez.462@correo.com,CORRIENTE,2026-01-17T15:39:36Z
C000463,Camila Lucia Mendez Vasquez,DPI-4786133757174,1969-02-03,2018-12-09,PERSONAL,2378.55,false,GT,29.24,+50245239097,camila.lucia.mendez.vasquez.463@correo.com,PRESTAMO,2026-01-16T23:36:44Z
C000464,Gabriela Sofia Cruz Lopez,DPI-6116750742037,1985-12-30,2023-04-15,PERSONAL,3375.44,false,GT,37.76,+50246467000,gabriela.sofia.cruz.lopez.464@correo.com,PRESTAMO,2026-02-01T11:36:56Z
C000465,Pablo Ricardo Garcia Martinez,DPI-5102511268684,1972-06-15,2022-02-09,PERSONAL,2404.27,false,GT,27.91,+50248733710,pablo.ricardo.garcia.martinez.465@correo.com,AHORRO|SEGURO|TARJETA_CREDITO|INVERSION,2026-03-11T18:29:28Z
C000466,Diego Monica Morales Reyes,DPI-3279381109238,1995-04-08,2018-01-13,PYME,12658.65,false,GT,24.02,+50271810563,diego.monica.morales.reyes.466@correo.com,SEGURO|PRESTAMO|TARJETA_CREDITO,2026-04-13T08:35:59Z
C000467,Ana Jorge Ruiz Ruiz,DPI-5500464251969,1971-11-17,2024-01-25,PREMIUM,5045.77,false,SV,33.98,+50226606345,ana.jorge.ruiz.ruiz.467@correo.com,TARJETA_DEBITO|CORRIENTE|AHORRO,2026-04-04T17:17:47Z
C000468,Lucia Rafael Cruz Castillo,DPI-7000289218466,1971-08-29,2023-12-26,PERSONAL,2509.89,false,GT,44.50,+50229221968,lucia.rafael.cruz.castillo.468@correo.com,PRESTAMO|TARJETA_DEBITO|AHORRO|CORRIENTE,2026-01-17T15:52:08Z
C000469,Valeria Pablo Ruiz Ruiz,DPI-7178542248804,1969-12-31,2021-03-19,PREMIUM,9944.88,false,GT,49.56,+50251604260,valeria.pablo.ruiz.ruiz.469@correo.com,TARJETA_CREDITO|AHORRO|PRESTAMO|CORRIENTE,2026-03-10T14:42:06Z
C000470,Diego Monica Martinez Garcia,DPI-6634524458543,1978-02-19,2020-04-11,PERSONAL,1796.49,false,GT,21.64,+50229614023,diego.monica.martinez.garcia.470@correo.com,INVERSION|SEGURO,2026-02-27T21:23:13Z
C000471,Patricia Natalia Mendez Ramirez,DPI-8826179753476,1963-08-01,2025-03-31,PYME,8984.57,false,GT,36.61,+50232714693|+50231391689,patricia.natalia.mendez.ramirez.471@correo.com,TARJETA_DEBITO,2026-04-13T11:45:59Z
C000472,Gabriela Mario Mendez Cruz,DPI-9256728351181,1988-12-06,2022-12-21,PERSONAL,1095.20,false,GT,41.55,+50265021701|+50229168775,gabriela.mario.mendez.cruz.472@correo.com,PRESTAMO,2026-04-06T18:53:40Z
C000473,Natalia Luis Martinez Gonzalez,DPI-1509595647467,1992-06-01,2021-09-11,PERSONAL,2478.90,false,GT,21.55,+50271328275,natalia.luis.martinez.gonzalez.473@correo.com,PRESTAMO|TARJETA_CREDITO|SEGURO,2026-02-01T16:16:27Z
C000474,Carlos Alberto Martinez Gonzalez,DPI-1368608861277,1955-05-11,2022-07-03,PERSONAL,2111.48,false,SV,45.20,+50223487878,carlos.alberto.martinez.gonzalez.474@correo.com,CORRIENTE|PRESTAMO|INVERSION,2026-02-10T22:58:53Z
C000475,Rafael Silvia Cifuentes Santos,DPI-5934563975821,1988-03-16,2022-05-27,PERSONAL,2304.66,false,GT,29.34,+50272882765|+50261786815,rafael.silvia.cifuentes.santos.475@correo.com,CORRIENTE,2026-03-23T23:57:17Z
C000476,Ricardo Karla Flores Ruiz,DPI-3088616891421,1991-11-13,2020-04-19,PERSONAL,1936.57,false,GT,45.58,+50244848307,ricardo.karla.flores.ruiz.476@correo.com,TARJETA_CREDITO|SEGURO|PRESTAMO|CORRIENTE,2026-03-05T10:53:59Z
C000477,Monica Karla Lopez Ramirez,DPI-5845947065477,2000-03-23,2022-11-08,PYME,14906.34,false,GT,36.36,+50225902177,monica.karla.lopez.ramirez.477@correo.com,SEGURO|AHORRO|TARJETA_DEBITO|PRESTAMO,2026-04-05T15:45:09Z
C000478,Andres Jorge Rojas Garcia,DPI-2738634257955,1984-05-07,2022-07-24,PREMIUM,11849.83,false,GT,42.10,+50222592325|+50270836800,andres.jorge.rojas.garcia.478@correo.com,SEGURO|CORRIENTE|PRESTAMO,2026-01-28T01:36:36Z
C000479,Diego Ana Diaz Hernandez,DPI-1346957990273,1967-05-20,2018-04-26,PYME,6339.28,false,GT,18.69,+50262641882,diego.ana.diaz.hernandez.479@correo.com,PRESTAMO,2026-03-04T07:45:56Z
C000480,Patricia Rafael Diaz Reyes,DPI-3245429465870,1982-05-31,2023-02-23,PERSONAL,1033.88,false,GT,33.03,+50275248840|+50259162180,patricia.rafael.diaz.reyes.480@correo.com,TARJETA_DEBITO|TARJETA_CREDITO|SEGURO,2026-01-13T13:34:38Z
C000481,Valeria Jose Cruz Perez,DPI-3262254651553,1991-01-09,2025-09-29,PREMIUM,9621.45,false,GT,50.60,+50238002759|+50257396681,valeria.jose.cruz.perez.481@correo.com,SEGURO,2026-04-19T13:37:34Z
C000482,Sofia Maria Pineda Rojas,DPI-4289816584128,1997-02-08,2018-10-26,PYME,3871.60,false,MX,38.80,+50262808447|+50227760373,sofia.maria.pineda.rojas.482@correo.com,AHORRO,2026-03-03T09:14:11Z
C000483,Jorge Monica Martinez Vasquez,DPI-4213384886072,1992-11-02,2022-04-03,PERSONAL,2248.56,false,MX,36.74,+50267149481,jorge.monica.martinez.vasquez.483@correo.com,CORRIENTE|AHORRO,2026-04-13T01:54:35Z
C000484,Natalia Daniela Ramirez Flores,DPI-1617678860301,1969-12-14,2021-05-10,PERSONAL,2702.12,false,GT,18.37,+50226790001|+50255231371,natalia.daniela.ramirez.flores.484@correo.com,PRESTAMO|AHORRO|INVERSION,2026-03-01T16:35:38Z
C000485,Lucia Camila Mendez Ramirez,DPI-2636853186959,1955-02-12,2021-08-18,PERSONAL,2891.47,false,GT,18.55,+50228423987,lucia.camila.mendez.ramirez.485@correo.com,SEGURO,2026-01-19T12:47:34Z
C000486,Carlos Silvia Garcia Rojas,DPI-3640401834698,1958-06-17,2020-11-19,PERSONAL,3082.95,false,GT,42.88,+50223146739|+50261271871,carlos.silvia.garcia.rojas.486@correo.com,TARJETA_DEBITO|PRESTAMO|TARJETA_CREDITO|CORRIENTE,2026-03-18T00:02:21Z
C000487,Fernanda Monica Diaz Lopez,DPI-9567117579163,2004-07-10,2025-10-17,PERSONAL,2453.21,false,GT,38.91,+50223654342,fernanda.monica.diaz.lopez.487@correo.com,TARJETA_CREDITO|PRESTAMO|TARJETA_DEBITO,2026-03-27T04:32:09Z
C000488,Lucia Patricia Lopez Martinez,DPI-8551021339554,1971-03-16,2019-04-11,PERSONAL,2326.16,false,SV,41.69,+50250612075,lucia.patricia.lopez.martinez.488@correo.com,SEGURO|PRESTAMO|AHORRO,2026-02-11T12:50:11Z
C000489,Maria Oscar Castillo Lopez,DPI-9997653433176,1961-02-19,2023-06-11,PERSONAL,2534.26,false,CR,29.21,+50235492745,maria.oscar.castillo.lopez.489@correo.com,TARJETA_CREDITO,2026-01-03T12:15:22Z
C000490,Gabriela Juan Lopez Ruiz,DPI-9024296342586,1982-04-09,2021-12-07,PERSONAL,1144.27,false,GT,40.05,+50221396694,gabriela.juan.lopez.ruiz.490@correo.com,SEGURO|TARJETA_DEBITO|PRESTAMO,2026-03-29T22:37:18Z
